login,Total number of Repo activities,Unique number of Repo activities,Total number of PR activities,Unique number of PR activities,Total number of Issue activities,Unique number of Issue activities,Total number of Commit activities,Unique number of Commit activities,Number of following,Number of followers,Median Creation Time of the first activities,Text similarity,Text similarity of Comments Before Bot,Account tag,Account name,Account bio,Account login,Median Activity per Day,Cosine similarity,Cosine similarity of Comments Before Bot,Average Cosine similarity,Average Cosine similarity of Comments Before Bot,Average Text similarity,Average Text similarity of Comments Before Bot,Text similarity of Commit Messages,Cosine similarity of Commit Messages,Average Cosine similarity of Commit Messages,Average Text similarity of Commit Messages,Type,Data_Source
sawanoboly,54,3,77,3,15,3,151,2,58,12,0,391,1146,0,0,0,0,5,0.266905056,0.181612492,0.260982992,0.181612492,929.5,1146,34,0.178885438,0.301491757,36.2456783,Human,Issues/PRs
Rikkola,22,2,33,4,46,1,49,1,33,17,975.8708333,35,312,0,0,0,0,1,0.089087081,0.03222455,0.156416071,0.270721097,54.29742389,818.8041237,61.5,0.111803399,0.241202266,58.16666667,Human,Issues/PRs
jongmoon,0,0,0,0,0,0,0,0,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
jcraigk,2,2,2,2,2,2,12,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
Arkounay,37,4,8,2,1,1,23,1,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0.077207592,17.66666667,Human,Issues/PRs
integrii,49,5,73,4,53,4,55,1,82,52,685.5416667,73,134,0,0,0,0,0,0.141364822,0.117427848,0.161824534,0.145321633,106.7193277,1006.871795,35,0.15713484,0.178343939,36.11312007,Human,Issues/PRs
shockey,6,2,5,2,1,1,5,1,135,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
googlebot,0,0,0,0,63,1,0,0,790,0,0,1,90.5,0,0,0,1,11.5,0.996296296,0.608191612,0.79815933,0.601279556,170.2676056,203.5428571,0,0,0,0,Bot,Issues/PRs
jaqx0r,3,2,1,1,17,3,31,1,92,8,0,530,149,0,0,0,0,0,0.461910786,0.154468886,0.393635373,0.17630615,717.3921569,362.6666667,40,0.085749293,0.126475343,49.52429747,Human,Issues/PRs
bartoszpietrzak1994,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
sequoiaat,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
Dylan-DPC,24,2,29,2,67,2,171,1,188,84,14721.375,15,129,0,0,0,0,8,0,0.108465229,0.123722273,0.136671248,26.77983193,161.7552448,173,0.151782589,0.17511078,240.2451811,Human,Issues/PRs
kinggoesgaming,41,3,14,3,49,2,43,1,14,44,126.7666667,34,53,0,0,0,0,0,0,0,0.172725052,0.09963676,54.25387755,76.83823529,18,0,0.160128765,22.49098196,Human,Issues/PRs
bors,0,0,23,1,140,2,65,1,147,0,1044.5125,114,32,0,0,0,0,99,0.100080096,0.15430335,0.190985011,0.251312876,126.3030338,305.6645253,174.5,0.169501921,0.232515696,282.9371069,Bot,Issues/PRs
antleblanc,67,5,64,3,11,1,58,1,45,53,2016.366667,63,0,0,0,0,0,22.5,0.282842712,0,0.334539049,0,176.9636364,0,52,0.520031434,0.383733543,52.14349112,Human,Issues/PRs
jrobeson,5,2,4,1,15,3,1,1,58,11,0,80,115.5,0,0,0,0,0,0.138675049,0.062207603,0.144216923,0.100202369,122.6962025,144.9464286,0,0,0,0,Human,Issues/PRs
lucaslorentz,17,4,15,3,41,2,14,1,49,8,4133.758333,193,300,0,0,0,0,0,0.157169203,0.212249271,0.176454563,0.219581558,372.6580645,704.36,26.5,0.417313287,0.399848398,24.5,Human,Issues/PRs
ruimarinho,76,5,29,3,67,3,57,1,188,49,405.0166667,83,132,0,0,0,0,0,0.135589836,0.146385011,0.169231405,0.143372157,764.869969,195.4623656,13,0.19349782,0.322690089,19.35106383,Human,Issues/PRs
shamatar,31,4,35,3,58,2,157,1,88,0,0,125.5,149,0,0,0,0,2,0.163464878,0.156492159,0.179587965,0.162715126,173.9115385,249.0331126,0,0,0,0,Human,Issues/PRs
Martin0809,33,5,20,2,0,0,76,1,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0.199651933,20.21183013,Human,Issues/PRs
tomkerkhove,44,6,70,3,58,3,71,1,219,345,0.016666667,41,58,0,0,0,0,21.5,0.109108945,0.096225045,0.127514818,0.12314541,70.55313351,113.8206897,22,0.699896473,0.53597194,23.45098039,Human,Issues/PRs
cycjimmy,17,3,11,2,28,2,118,1,19,13,381.85,125,131,0,0,0,0,0,0.237170825,0.074535599,0.262353136,0.14427627,177.8630137,127,21,0,0.229859942,21.99427481,Human,Issues/PRs
vlttnv,2,1,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
Gbuomprisco,19,4,11,2,20,3,39,1,130,69,0,44.5,63,0,0,0,0,0,0,0.066299354,0.120844986,0.093282095,52.02173913,90.31034483,30,0.136082763,0.224453628,31.08163265,Human,Issues/PRs
ueokande,58,6,60,2,15,3,131,1,71,0,68929.18333,135,2295,0,0,0,0,0.5,0.110239638,0.047855044,0.103130501,0.218261204,130.3333333,1744.636364,40,0,0.164645865,44.49202128,Human,Issues/PRs
ondrej-fabry,44,4,70,3,43,3,49,2,22,40,0,172,389,0,0,0,0,2,0.156226693,0.135270571,0.160588119,0.178902773,466.0215054,1251.268473,25,0.333333333,0.353615475,25.36853448,Human,Issues/PRs
DjebbZ,1,1,4,1,10,2,4,1,197,0,0,175.5,511,0,0,0,0,0,0.250889782,0.124211801,0.250536557,0.100493205,208.3333333,363.3333333,41,0.05976143,0.128723985,60.23809524,Human,Issues/PRs
MortalFlesh,78,6,43,3,2,1,168,1,16,24,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,16,0,0.156098684,19.14812805,Human,Issues/PRs
maciejtreder,17,4,1,1,3,3,54,1,150,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6.821078431,Human,Issues/PRs
dcousens,1,1,1,1,7,2,8,1,315,42,0,57,506,0,0,0,0,0,0.121716124,0.190254859,0.138682112,0.204204637,54.38461538,797.1428571,16,0,0.029899341,16.64444444,Human,Issues/PRs
ekohl,36,2,88,3,47,3,44,1,38,0,0,47,128,0,0,0,0,48,0.212198357,0.122474487,0.458510649,0.1544927,71.72108844,501.1052632,75,0.127000127,0.199403506,790.9941691,Human,Issues/PRs
marjan-georgiev,42,3,26,3,20,3,31,1,124,38,18708.04167,40.5,55,0,0,0,0,0,0.113338534,0.13528063,0.135230671,0.160873446,42.35714286,106.9411765,20,0,0.114172937,37.1981982,Human,Issues/PRs
k8s-ci-robot,0,0,13,1,144,2,9,1,210,0,0,397,50,0,1,0,1,83,0.513032075,0,0.545335592,0.105202622,435.9569303,81.12101725,34,0.210818511,0.210610321,38.77333333,Bot,Issues/PRs
tartley,37,1,1,1,132,4,19,1,128,5,0,98,117,0,0,0,0,0,0.148400816,0.143484999,0.194084168,0.15781638,149.4503133,159.2545208,29,0,0.050044801,33.03947368,Human,Issues/PRs
junderw,27,2,52,4,159,3,42,1,128,0,0,166,334,0,0,0,0,3,0.14509525,0.121416699,0.174140414,0.164672241,228.2239358,603.1333333,28.5,0,0.172030359,31.59090909,Human,Issues/PRs
nicolaasuni,14,2,22,4,15,1,42,1,134,0,12571.16667,45,61,0,0,0,0,0,0.299602758,0.053994925,0.401070995,0.153401782,74.06521739,52.57142857,19,0,0.071645864,27.68523677,Human,Issues/PRs
ankurs,9,4,1,1,7,2,12,1,46,20,0,23,87,0,0,0,0,0,0,0,0.01118034,0.030816678,24.2,59.33333333,6,0.40824829,0.36844621,10.69444444,Human,Issues/PRs
SML-MeSo,0,0,0,0,2,1,0,0,1,0,105.6083333,355,0,0,0,0,0,2,0.441288901,0,0.441288901,0,355,0,0,0,0,0,Human,Issues/PRs
plazma-prizma,0,0,0,0,0,0,0,0,19,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
tessel-bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Bot,Issues/PRs
smoke,13,2,0,0,1,1,5,1,38,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.5,0.119612297,0.289359671,23.5,Human,Issues/PRs
taku910,12,4,14,1,95,3,40,1,257,5,3551.85,87,289,0,0,0,0,0,0.131590339,0.163313758,0.155605097,0.181108906,173.0054563,335.83,24,0,0.068435544,25.60881935,Human,Issues/PRs
zsquareplusc,12,4,10,2,65,3,27,1,29,1,80540.58333,117,166,0,0,0,0,0,0.112826612,0.144293213,0.148552966,0.147338027,134.7207843,247.7266667,41,0.25819889,0.273606493,40.33333333,Human,Issues/PRs
euvl,3,2,10,3,15,2,4,1,360,0,2131.466667,84,69,0,0,0,0,0,0.139942286,0.045829249,0.137611755,0.0849329,77.8,447.0952381,0,0,0,0,Human,Issues/PRs
serpentcs-dev1,0,0,0,0,0,0,0,0,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
dbaeumer,1,1,4,2,98,3,29,2,172,0,0,98,227,0,0,0,0,29.5,0.144243781,0.253815006,0.167118869,0.257584035,143.4099085,284.3561466,29,0.263634004,0.264014899,28.33333333,Human,Issues/PRs
deepakkumar1984,9,4,33,2,16,1,42,1,66,65,89.75,330,153,0,0,0,0,0,0.166113874,0.186683261,0.210101525,0.172793441,312.5360825,151.3076923,34,0.362738125,0.311745777,35.33415233,Human,Issues/PRs
PuercoPop,25,4,11,3,32,4,12,1,176,694,0,151,201,0,0,0,0,0,0.147082569,0.132748527,0.188522823,0.166685426,158.9633508,245.6428571,39,0.021759707,0.105344362,39.25,Human,Issues/PRs
davazp,22,3,16,3,21,3,17,1,85,51,17.6,271,191,0,0,0,0,0,0.196116135,0.292881617,0.239238732,0.312346544,284.2592593,188.4444444,14,0,0.171356551,19.37931034,Human,Issues/PRs
kevinmehall,7,4,3,2,9,3,6,1,143,14,106.8583333,194,0,0,0,0,0,0,0.386786857,0,0.359039686,0,151.2,0,34.5,0.069337525,0.081365363,34.5,Human,Issues/PRs
Tasteful,11,3,2,2,20,2,6,1,8,1,0,147,369,0,0,0,0,0,0.240990093,0.063822565,0.24089944,0.096435881,219.7052632,492.1578947,17,0,0.079662164,33.93457944,Human,Issues/PRs
anntzer,46,2,44,2,59,3,70,1,59,2,0,207,169,0,0,0,0,14,0.211850857,0.15254395,0.221429314,0.161956721,367.419214,228.454324,211,0.188648444,0.240951255,207.8383258,Human,Issues/PRs
icy,56,6,13,3,51,3,105,1,185,93,0,157.5,363,0,0,0,0,0,0.121435676,0.16084256,0.178710387,0.221268849,311.6814159,331.6330275,7,0,0.279490102,8.877358491,Human,Issues/PRs
skyesx,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
dreampiggy,54,5,24,3,106,3,49,1,443,115,0,133,116,0,0,0,0,1,0.127775313,0.113960576,0.141730331,0.126994986,159.8643832,309.4681093,47,0.138675049,0.163633497,52.90983607,Human,Issues/PRs
gavinorland,54,3,50,2,1,1,63,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0.065759595,0.118320734,70.88485159,Human,Issues/PRs
bailantaotao,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
fooontic,42,5,57,3,53,3,9,1,9,3,0,188,212,0,0,0,0,0,0.017251639,0,0.055693877,0.237516241,212.7777778,174.952381,15.5,0.071428571,0.203830099,14.33333333,Human,Issues/PRs
cuining,20,2,0,0,0,0,0,0,30,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
ajayns,1,1,0,0,3,2,0,0,235,42,0,50,257,0,0,0,0,0,0.340168026,0.296068454,0.340168026,0.296068454,50,257,0,0,0,0,Human,Issues/PRs
PabloGarcimartin,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
dborsatto,6,2,4,2,8,3,12,1,24,15,2012.716667,216,57.5,0,0,0,0,0,0.147441956,0.09435642,0.196442799,0.09435642,265.7142857,57.5,12,0,0.357049206,9.681818182,Human,Issues/PRs
ltparis2018,3,3,0,0,3,1,3,1,1,0,574.8583333,328,0,0,0,0,0,0,0.325464069,0,0.395156786,0,314,0,0,0,0,0,Human,Issues/PRs
Page-,43,2,88,3,43,1,56,1,15,2,4.491666667,6,110,0,0,0,0,3,0.577350269,0.182940433,0.642047054,0.182940433,33.26277372,110,0,0,0,0,Human,Issues/PRs
JimGreenberg,1,1,0,0,0,0,0,0,44,95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
MindFlavor,49,4,50,3,38,4,104,1,70,17,0,147,105,0,0,0,0,3,0.168191983,0.119522861,0.159192812,0.175869126,241.9090909,186.96,20.5,0,0.055783658,34.00882353,Human,Issues/PRs
shahrizal-binary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
sohamkamani,3,2,1,1,1,1,1,1,667,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
italolelis,12,2,0,0,0,0,1,1,160,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0.138236074,25.82229965,Human,Issues/PRs
rShetty,11,3,0,0,0,0,0,0,396,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
bgrainger,38,6,50,3,77,3,96,2,63,61,0,188,227.5,0,0,0,0,3,0.156234259,0.204766137,0.169626686,0.198716823,255.0207715,934.0917874,18,0,0.106348933,26.80725943,Human,Issues/PRs
tarampampam,39,5,61,3,46,3,97,1,61,0,19.08333333,0,180,0,0,0,0,1,1,0.846445474,0.595448171,0.599076054,25.42857143,642.0192308,13,0,0.137625469,25.74531835,Human,Issues/PRs
allencloud,1,1,14,1,14,2,9,1,1254,172,0,0,62,0,0,0,0,0,1,0,0.662714945,0,16.30555556,62,3,0.92,0.700633935,13.85714286,Human,Issues/PRs
genomics-geek,27,2,0,0,0,0,273,1,21,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
ymmt2005,48,4,120,3,30,3,44,1,99,1,0,90,73,0,0,0,0,4.5,0.158113883,0.111687119,0.160084965,0.132052017,85.4516129,74.04761905,26,0.34299717,0.414553553,26.43902439,Human,Issues/PRs
vmarkovtsev,35,4,32,3,8,3,26,1,411,3,3.904166667,232,0,0,0,0,0,1.5,0.187803374,0,0.187803374,0,232,0,34,0.15430335,0.202574571,33.93787458,Human,Issues/PRs
dhollinger,35,6,46,3,29,3,36,1,9,27,0,228,275.5,0,0,0,0,0,0.163299316,0.124779399,0.174363682,0.173465382,263.6326531,237.4444444,15,0,0.172600762,19.53097345,Human,Issues/PRs
amay077,29,4,121,2,13,3,135,1,160,68,12.67916667,209,141,0,0,0,0,4,0.08418203,0,0.147430164,0.019446334,262.7446154,184.7124183,16,0.462250164,0.602189487,13.45173493,Human,Issues/PRs
schweitzdesign,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
tomreid76,12,3,8,2,0,0,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.084515425,0.216707352,74.94472362,Human,Issues/PRs
AnthonyBloomer,18,4,7,1,23,2,77,1,46,0,0.9,104,101,0,0,0,0,0,0.113091857,0.209019904,0.219601944,0.209019904,158.7037037,101,18.5,0,0.113160469,19.46428571,Human,Issues/PRs
samussiah,30,3,22,2,159,3,76,1,6,7,160.9125,24,0,0,0,0,0,1,0,0,0.11042404,0,27.70909091,0,14,0,0.102080964,17.89435841,Human,Issues/PRs
danedexF5,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
eed3si9n,54,4,60,3,53,3,115,1,643,218,0,160,259,0,0,0,0,31.5,0.132825553,0.103695169,0.167206759,0.141976,914.6769759,359.3103448,22,0.329965983,0.38875472,25.14516129,Human,Issues/PRs
mikem8361,26,2,45,3,35,3,156,1,35,0,0,116,128,0,0,0,0,10,0.116279499,0.1729755,0.147522133,0.163853781,131.9965035,177.3741497,19,0,0.28184636,63.65600518,Human,Issues/PRs
garethahealy,15,4,15,3,41,3,30,1,45,0,0,45.5,51.5,0,0,0,0,0,0,0.105849964,0.11400499,0.150128936,75.83333333,79.2,8,0.333333333,0.46233938,9.111111111,Human,Issues/PRs
kazuki43zoo,9,3,25,3,47,3,25,2,195,2,1114.558333,101,258,0,0,0,0,0,0.089391908,0.146254485,0.143688524,0.176988523,219.5763359,275.8235294,32,0.15430335,0.210321815,33.24264706,Human,Issues/PRs
ebussieres,1,1,1,1,2,1,1,1,9,0,0,199,0,0,0,0,0,0,0.221470199,0,0.221470199,0,199,0,0,0,0,0,Human,Issues/PRs
jcfr,101,4,53,3,54,4,60,1,174,36,0,122,82,0,0,0,0,6,0.154532457,0.147799392,0.178406673,0.160491816,336.4623377,145.2018349,160,0.133333333,0.226286467,412.8674699,Human,Issues/PRs
mwbutcher,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
zreichert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
msaps,36,3,19,2,36,4,40,1,102,33,10977.51667,143.5,315.5,0,0,0,0,0,0.159395073,0.103072646,0.16883981,0.134284365,167.5275591,271.8181818,51,0,0.13093106,47.63990647,Human,Issues/PRs
shrektan,55,4,27,3,93,4,70,2,92,155,218.3916667,181.5,223,0,0,0,0,0,0.177596948,0.121799691,0.189219009,0.146675288,281.8637072,292.6339969,17,0,0.066435081,20.01067169,Human,Issues/PRs
aelanman,3,2,4,3,11,2,6,2,4,0,0,223,294,0,0,0,0,0,0.451050802,0.287702025,0.409861877,0.297052607,289.3076923,317.8888889,12,0,0,12,Human,Issues/PRs
MatthewDolan,3,2,2,2,5,2,5,1,5,3,10304.075,634,0,0,0,0,0,0,0.237918833,0,0.237918833,0,634,0,25,0.124034735,0.208684253,22.66666667,Human,Issues/PRs
sqweelygig,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
savage-engineer,15,2,0,0,0,0,0,0,25,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
cfdreddbot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bot,Issues/PRs
tobilg,41,6,2,1,35,3,11,1,132,1,0,125,134,0,0,0,0,0,0.105409255,0.140859042,0.150256037,0.20137204,435.7241379,272.8888889,13,0,0.080857538,14.82608696,Human,Issues/PRs
PTaylour,2,2,0,0,1,1,1,1,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
tyrchen,22,3,0,0,0,0,7,1,1355,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0.120404907,21.65021459,Human,Issues/PRs
matthewhanson,32,4,26,3,60,3,174,1,74,1,876.55,198.5,247,0,0,0,0,2,0.225231109,0.184480432,0.240490531,0.205880781,202.0166667,276,17,0,0.085561567,18.310868,Human,Issues/PRs
sserrata,32,4,31,2,9,2,29,1,17,10,0,616,955,0,0,0,0,0,0.447563676,0.379722992,0.414518535,0.396452625,553.1428571,974,50,0.333333333,0.340444338,339.125,Human,Issues/PRs
gerhardsletten,11,3,6,1,22,3,12,1,26,19,0,196,123,0,0,0,0,0,0.179237897,0.227980376,0.197786375,0.248816418,311.104,190.1276596,30,0,0.133360451,28.34391534,Human,Issues/PRs
AVVS,97,5,39,3,35,3,90,1,63,20,0,13,95.5,0,0,0,0,2,0.885936224,0.275564083,0.537694749,0.449991747,44.4516129,342.3939394,11,0.204124145,0.175164957,13.5,Human,Issues/PRs
twolfson,80,4,14,3,44,4,153,1,273,18,0,191.5,160,0,0,0,0,0,0.163590451,0.178885438,0.177987922,0.20451151,260.7008427,138.9047619,20,0,0.065809892,35.72961783,Human,Issues/PRs
sparhami,0,0,0,0,4,1,0,0,35,3,0,342,113,0,0,0,0,2,0.660629441,0.474096249,0.706546085,0.474096249,301.6666667,113,0,0,0,0,Human,Issues/PRs
ponychicken,0,0,0,0,0,0,0,0,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
jonobr1,9,2,0,0,43,3,42,1,1035,145,0,113.5,161,0,0,0,0,0,0.166556183,0.151522882,0.18070824,0.175119187,165.3476821,266.806841,0,0,0,0,Human,Issues/PRs
jessfraz,3,3,2,2,3,2,292,1,10799,53,0,0,0,0,0,0,0,19.5,0,0,0,0,0,0,7,0.83624201,0.837984908,6.988605287,Human,Issues/PRs
frezbo,128,4,59,3,35,1,44,1,28,5,15.1625,0,0,0,0,0,0,3,1,1,0.773895625,0.965002264,69.45454545,1.115789474,17,0.503115295,0.430494275,20.51269531,Human,Issues/PRs
maartenbreddels,28,4,38,3,79,3,141,1,481,5,0,107,164,0,0,0,0,12,0.147965696,0.184288535,0.165995874,0.207468891,165.1054131,210.2542955,47,0.076923077,0.142029838,87.07258065,Human,Issues/PRs
MichaelAquilina,13,3,15,2,8,2,32,1,105,44,50.275,45,0,0,0,0,0,0,0.170959215,0,0.203532301,0,154.2,0,20,0,0.057197981,20.99453552,Human,Issues/PRs
timfallmk,2,1,2,1,23,2,4,1,23,9,1028.933333,10,68,0,0,0,0,0,0.316227766,0.188561808,0.334515582,0.231624569,34.84057971,70.27777778,0,0,0,0,Human,Issues/PRs
KaitCrawford,61,2,81,3,3,2,81,2,4,0,1480.916667,25,0,0,0,0,0,0,0,0,0,0,25,0,23,0.482921194,0.530324689,22.52380952,Human,Issues/PRs
daschult,19,1,0,0,0,0,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Human,Issues/PRs
RikkiGibson,34,2,70,3,66,3,66,1,41,14,5735.725,114,218,0,0,0,0,15,0.090239137,0.087287156,0.12060349,0.122817941,358.9301172,317.3923241,14.5,0,0.071485264,18.70134875,Human,Issues/PRs
rdmurphy,60,5,98,1,4,2,137,1,130,77,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0.705882353,0.61057083,15.87254902,Human,Issues/PRs
palewire,10,3,3,2,27,3,115,1,511,86,0,36,225,0,0,0,0,0,0.099950187,0.176546966,0.110130185,0.135565934,170.8333333,924.8181818,5,0,0.301483282,9.769631031,Human,Issues/PRs
andersondalmina,18,3,0,0,2,1,5,1,42,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
juliabpp,1,1,0,0,11,1,2,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
ljharb,22,2,34,3,118,2,73,1,3939,234,0,70,186.5,0,0,0,0,41,0.155784855,0.17356074,0.163971295,0.196549888,95.70819936,283.14,17,0,0.232219792,20.81818182,Human,Issues/PRs
tylertreat,55,4,93,3,57,4,69,1,723,47,802.7375,198,291,0,0,0,0,3,0.158113883,0.2768906,0.179983441,0.273750242,259.0272418,435.9753521,38,0,0.115520097,37.16467236,Human,Issues/PRs
stereobooster,9,2,0,0,2,2,13,1,320,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0.063497408,10.8238342,Human,Issues/PRs
jdeeburke,0,0,0,0,0,0,0,0,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
mikaoj,6,4,12,2,31,2,10,1,45,9,922.0333333,194,101,0,0,0,0,0,0.073323558,0.10700404,0.120920071,0.131311528,225.0553846,247.5686275,45,0.054845432,0.13252031,69.1443299,Human,Issues/PRs
hamzahamidi,35,4,21,3,20,3,218,1,45,18,0,66,54,0,0,0,0,7,0.165144565,0.045643546,0.213898797,0.086227049,74.85714286,60.42857143,25,0.180374174,0.24223957,27.6025641,Human,Issues/PRs
davesque,9,4,8,2,18,3,21,1,94,40,0,68.5,315,0,0,0,0,0,0.017323973,0.157499846,0.100157236,0.222308873,115.2941176,293.1111111,13,0,0.148757911,12.59124088,Human,Issues/PRs
francisco-maciel,8,3,0,0,0,0,3,1,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.21821789,0.265189386,17,Human,Issues/PRs
jpw547,2,1,0,0,0,0,5,1,1,3,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
edgurgel,18,4,28,4,35,3,21,1,303,76,1146.166667,73,170,0,0,0,0,0,0.120722251,0.271456272,0.144314875,0.324125225,108.3780488,372.9090909,35,0.327326835,0.319458683,31.70588235,Human,Issues/PRs
dmacthedestroyer,1,1,0,0,1,1,0,0,5,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
dylans,3,2,11,3,3,1,4,1,140,16,0,144,0,0,0,0,0,0,0.052999894,0,0.052999894,0,144,0,0,0,0,0,Human,Issues/PRs
haikuoliu,0,0,0,0,0,0,0,0,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
MattHodge,0,0,0,0,0,0,0,0,170,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0.07539775,7.642857143,Human,Issues/PRs
pmarks,33,6,40,3,42,2,68,2,54,3,0,196.5,137,0,0,0,0,0,0.251368464,0.168531743,0.275224809,0.190844822,373.2890625,320.7636364,31.5,0,0.262653806,27.25548589,Human,Issues/PRs
johngian,7,2,0,0,0,0,15,1,46,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
dipinhora,2,1,4,2,7,1,11,1,6,0,0,422,77,0,0,0,0,0,0.248944259,0.174077656,0.257667298,0.168808988,395.1363636,122.2545455,194,0.027116307,0.185974405,184.9486166,Human,Issues/PRs
spartan218,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
ppolewicz,8,4,76,3,43,3,12,1,14,0,137.6083333,172,187.5,0,0,0,0,0,0.268423578,0.309342406,0.26646802,0.274514594,197.2110092,194.3103448,15,0.640512615,0.518607524,19.51612903,Human,Issues/PRs
bwbeach,2,1,4,1,3,1,3,1,11,1,53.15,190,383,0,0,0,0,0,0.553645809,0.405261796,0.575805713,0.405261796,172.6666667,383,0,0,0,0,Human,Issues/PRs
mickhansen,9,1,9,3,12,2,12,1,279,3,0,66,281,0,0,0,0,0,0,0.335238213,0.118884212,0.335238213,96.125,281,14,0,0,14,Human,Issues/PRs
luizbranco,1,1,1,1,0,0,0,0,35,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
manifold-listbot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Bot,Issues/PRs
tim-speed,4,1,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
